,name,text
2196,Inflorescence,"Sour DIPA with raw wheat, malted oat, milk sugar, and double the amount of vanilla -- hopped with Simcoe and Azacca."
2197,Honey Lemon Silhouette,"Brunch-Style Sour IPA with honey and meyer lemon, hopped with Citra and Mosaic"
2198,Soleil-SIPA,"Sour IPA with raw wheat, malted oat, milk sugar, pineapple, marigold flowers and rose petals — hopped with Citra and Mosaic powder."
2199,Banana Chocolate Chip Pancake Silhouette,"Brunch-style Sour IPA w/ raw wheat, maple syrup, milk chocolate & banana purée; hopped w/ Citra & Azacca."
2200,Petite Sirah Purelake,"Sour IPA w/ raw wheat, malted oat, milk sugar & Petite Sirah grapes; hopped w/ Galaxy."
2201,Straylight,"Sour IPA with raw wheat, malted oat, milk sugar, agave nectar, lemon purée & blueberries; hopped w/ Citra & Jaryllo."
2202,Viognier Purelake,"Sour IPA w/ raw wheat, malted oat, milk sugar & Viognier grapes; hopped w/ Nelson Sauvin & Hallertau Blanc."
2203,Free Fall,"Sour IPA with raw wheat, malted oat & milk sugar; hopped w/ Mosaic powder."
2204,Feel No Way,Pilsner Beer
2205,Glycerin-Boysenberry,"Double Fruit Sour DIPA with raw wheat, malted oat, milk sugar, and boysenberries — hopped with El Dorado"
2206,Glycerin-Pink Guava And Red Currant,"Double Fruit Sour DIPA with raw wheat, malted oat, milk sugar, and pink guava and red currants — hopped with Mosaic"
2207,Amulet 2017-Farmhouse,"Sour farmhouse aged in oak wine barrels w/ blueberry, hibiscus flowers & rose hips, dry hopped w/ Citra & Mosaic."
2208,Apple Cider Donut Silhouette,"Brunch-style Sour IPA w/ raw wheat, apples & cinnamon; hopped w/ Citra & Azacca."
2209,Make Believe,Sour farmhouse aged in oak wine barrels & dry hopped Citra & Galaxy
2210,Pina Colada Silhouette,"Brunch-Style Sour IPA with pineapple and coconut, hopped with Citra and Mosaic"
2211,Emissary,"Sour IPA with raw wheat, malted oat, milk sugar, vanilla beans, and orange peel — hopped with Hallertau Blanc and Azacca."
2212,Semillon Purelake,"Sour IPA w/ raw wheat, malted oat, milk sugar & Semillon grapes; hopped w/ Citra & Hallertau Blanc."
2213,Pinot Noir Purelake,"Sour IPA w/ raw wheat, malted oat, milk sugar & Pinot Noir grapes; hopped w/ Simcoe & Azacca."
2214,Mistborne,"Sour IPA w/ raw wheat, milk sugar; hopped w/ Citra & Jarrylo"
2215,Pineapple Silhouette,"Brunch-Style Sour IPA with milk sugar, pineapple, and Mosaic & Citra hops"
2216,An Outstanding Contribution to the Historical Process,"Sour IPA w/ raw wheat, malted oat, milk sugar & blueberries; hopped w/ Citra, Mosaic & Galaxy"
2217,Soleil-Farmhouse,"Mixed culture fermentation with pineapples in oak wine barrels, dry-hopped with marigold flowers and rose petals."
2218,Eveningland,Double Blackberry Sour DIPA with milk sugar and Galaxy
2219,Purelake,Sour IPA conditioned on Gewurtztraminer grapes — hopped w/ Mandarina Barvaria & Hallertau Blanc.
2220,Pirouette,"Sour IPA w/ raw wheat, malted oat & milk sugar; hopped w/ Galaxy, Citra & Azacca"
2221,Soulcaster,Little Sour IPA with Azacca and Citra
2222,Passionfruit Silhouette,"Brunch-style Sour IPA with milk sugar, passionfruit, Mosaic and Simcoe"
2223,Incandenza Galaxy,"Sour IPA w/ raw wheat, malted oat & milk sugar; hopped w/ Galaxy"
2224,Matter,DDH Oat double IPA w/ Citra and Mosaic powder.
2225,King Wavy,"Double IPA w/ Oats, hopped w/ Citra & Simcoe."
2226,Noumena,"DDH IPA with raw wheat, malted oat, and milk sugar; hopped w/ Mosaic and El Dorado."
2227,Eschaton,DDH Double IPA w/ Azacca
2228,Blue Hundreds,Sour IPA w/ malted oat & milk sugar; hopped with Simcoe & Columbus
2229,Lightbringer,IPA w/ malted oat; hopped w/ Motueka & Mosaic lupulin powder.
2230,Plateaux,"Sour IPA with Oats, hopped with Motueka"
2231,Flying Colors,"Sour farmhouse ale matured in oak w/ raspberries, hibiscus & orange zest"
2232,Couple Bands,"IPA w/ Citra, Azacca & Mosaic
Double Dry Hopped w/ Citra & Mosaic Powder"
2233,Animal Balloon,"Sour farmhouse aged in oak w/ passion fruit, lemon balm and vanilla beans"
2234,Diaglyph,Little IPA hopped w/ El Dorado
2235,Valley Beer,Old Saison aged in oak for 8 months
2236,Isosceles,"Sour Farmhouse conditioned in oak w/ pineapple, orange flowers & vanilla beans, dry hopped w/ azacca"
2237,Orbital Mirror,DDH Oat DIPA w/ Simcoe & Azacca
2238,Memory Level,"Sour IPA w/ Citra & Simcoe, conditioned on watermelon."
2239,Moon Roof,"DIPA Double DryHopped w/ Citra , Azacca & Idaho 7"
2240,Holy Icon (2018),"Sour Double IPA w/ raw wheat, malted oat, milk sugar, passion fruit & vanilla; hopped w/ Mosaic."
2241,Echo Sender,"Sour Farmhouse aged in oak conditioned on strawberries, hibiscus, and lemongrass."
2242,Bread,"Sourdough Farmhouse Ale matured in oak wine barrels for six months, brewed in collaboration with Union Square Cafe."
2243,Forever Overhead,Sour IPA brewed w/ raw wheat & whirlpooled w/ Citra & Simcoe hops.
2244,Observance,Sour Farmhouse Ale matured in oak wine barrels for six months and conditioned on hibiscus flowers and Earl Grey tea.
2245,Hylozoa,Sour farmhouse ale fermented entirely with wild microbes collected from raw honey and aged in oak wine barrels for eight months.
2246,Falsetto,"Sour farmhouse aged in oak for 8 months, conditioned on strawberries, and dry-hopped with mosaic lupulin powder."
2247,Osmosis Mask,"IPA w/ Citra, Simcoe, Segal Ranch High Oil Cascade
Double Dry Hopped w/ Citra & Simcoe Powder"
2248,Vespertine,Sour Farmhouse Ale matured in oak wine barrels for six months and conditioned on green tea and jasmine pearls.
2249,Planetfall,"DDH IPA w/ Citra, Azacca & El Dorado."
2250,Planetary Heart,Sour farmhouse ale matured in oak w/ vanilla beans & dry-hopped w/ Citra & Mosaic powder
2251,Infinity Pool,"IPA hopped w/ citra, motueka & hallertau blanc."
2252,Apotheosis (2018),"Sour IPA w/ raw wheat, malted oat, milk sugar, almonds, cinnamon & vanilla; hopped w/ Citra."
2253,Re-Up,"Double IPA with barley, raw wheat & oat -- hopped in the kettle w/ Azacca, Citra & El Dorado, dry hopped w/ same."
2254,Phase Delay,Sour Farmhouse conditioned on lemons.
2255,Thoughtlet,Session IPA w/ Simcoe & Motueka
2256,Peregrine,Sour Farmhouse ale conditioned on peaches and aged for 8 months in oak.
2257,Sky Thing,"DDH Double IPA, hopped in the kettle w/ Azacca & Citra and double dry-hopped w/ Azacca & Citra powder."
2258,Kinds of Light,Open fermented in Puncheons with Whitecliff Vineyards Chardonnay grape skins and our house sour culture. Aged for 8 months in wine barrels.
2259,Thread Count,Oat Double IPA w/ Citra & Simcoe
2260,Adult World,Smoked Sour Farmhouse brewed with smoked malt and aged in oak puncheons for 6 months.
2261,Magnolia,Sour Farmhouse aged for 3 months in oak with lychee.
2262,Meadow,Sour Farmhouse brewed with Hudson Valley raw buckwheat aged for 8 months in oak.
2263,Amulet 2018-Farmhouse,"Sour Farmhouse ale conditioned on blueberries and hibiscus flowers, and aged for one year in oak."
2264,Waveshaper,Berlinerweisse aged in oak w/peaches.
2265,Babylon (2018),"Sour IPA with raw wheat, malted oat, milk sugar & blood oranges; hopped with Galaxy."
2266,Motueka Incandenza,"Sour IPA w/ raw wheat, malted oat, and hopped w/ Moteuka."
2267,IMMATERIAL GRASP,"IPA w/ malted oat, milk sugar & mosaic hops."
2268,Bloom (2018),"Sour DIPA with raw wheat, malted oat, milk sugar, cherries, dark chocolate & chamomile; hopped w/ Citra and Simcoe."
2269,Clearing,Oak Aged Lager: hopped with Hallertau Blanc and Sterling and lagered for one year in oak.
2270,Extra Solar,"Double Dry Hopped IPA, Mosaic/Citra"
2271,Mosaic Incandenza,Sour IPA brewed the Mosaic hops.
2272,Table Beer,Light Sour Farmhouse
2273,Good Old Neon,Sour Farmhouse IPA brewed with Citra and Mosaic and fermented with our house mixed culture.
2274,Feel No Way Light,Low-abv version of our beloved Pilsner; hopped with Hallertau Blanc and Sterling.
2275,Kinds of Light 2018,Open fermented in Puncheons with Whitecliff Vineyards Chardonnay grape skins and our house sour culture. Aged for 8 months in wine barrels.
2276,Little Memory,IPA hopped with Motueka
2277,Hylozoa 2018,"Hylozoa is a Sour Farmhouse developed in collaboration with the team at Blue Hill. It is fermented with microbes collected from raw honey, matured in… Read More"
2278,Bread-2018,"Developed in collaboration with the team at Union Square Cafe, Bread is a Sour Farmhouse Ale brewed with barley & raw wheat, fermented with house sourdough… Read More"
2279,Valley Beer Spring of 2018,"Sour farmhouse ale fermented in foudres with wild yeast and souring bacteria, aged for up to a year in oak barrels. Blended and bottled in the Spring… Read More"
2280,Soleil 2018-Farmhouse,"Sour Farmhouse ale conditioned on pineapple, marigold flowers and rose petals, and aged for one year in oak."
2281,Air Out,"DDH Double IPA, hopped in the kettle w/ Mosaic, Ella & Motueka and double dry-hopped w/ Citra & Mosaic powder."
2282,"Silhouette Maple Syrup, Chocolate, And Bananas",
2283,Valley Beer Winter 2017,VALLEY BEER is our sour farmhouse ale fermented in foudres with wild yeast and souring bacteria and aged for up to a year in oak barrels. Blended and… Read More
2284,Fruit Salad Silhouette,"A Cuvee blend of our favorite Silhouettes; Brunch-style Sour IPA with Strawberry, Pineapple, Coconut, Banana, and Lemon"
2285,Imago,"Sour farmhouse ale aged in oak wine barrels w/ orange peel, lemon balm & sunflower petals, dry hopped w/ Nelson Sauvin & Citra."
2286,Ground Is Lava,"Chocolate, cinnamon and chilli pepper"
2287,Parasol,Double IPA brewed with malted oat and double dry-hopped with Galaxy
2288,Big Kid Heaven,A collaborate blend of oak aged Sour Farmhouse Ales selected from the cellars at Hudson Valley & Suarez Family
2289,Exclusive With Sloop,Fruited sour meets IPA
2290,Exclusive With Plan Bee,"Exclusive albany ale and oyster house
Smokey saison and jammy plum wild ale"
2291,Exclusive,A pretty little botanical farm house ale with secret ingredients
2292,Exclusive Blend,"A hop forward, weird beer in the saison tradition."
2293,Exclusive With Threes,A funky barrel aged adventure down memory lane.
2294,Double Soup,Blended Sour IPA with wildflower honey & grapefruit.
2295,Mirrorshield (11/06/18),
2296,Glow Globe,"Sour IPA w/ milk sugar, blood orange, strawberry & passionfruit"
2297,Kaedama,Blended Sour IPA with peaches.
2298,Flateaux Heart,"Cloudy, citrusy"
2299,Native,
2300,Functionally Superfluous,Blending Collab w/ Threes Brewing
2301,Sahalie,"SAHALIE is the flagship brand of The Ale Apothecary, brewed year-round of malted barley & wheat and Goschie Farms Cascade Hops. Hop bitterness and acid… Read More"
2302,The Beer Formerly Known As La Tache,The Beer Formerly Known as LA TACHE is the table sour produced year-round by The Ale Apothecary. (TBFKA) LA TACHE is made of malted barley & wheat and… Read More
2303,El Cuatro,"EL CUATRO is made of barley and caramel malts co-mingling with lactobacillus and brettanomyces. After brewing and conditioning, the beer is transferred… Read More"
2304,Be Still,"Mixed fermentation ale, brewed with cascara & cocoa nibs, aged in rye whiskey & wine barrels."
2305,Carpe Diem Mañana,Wild fermented ale with strong hop presence.
2306,Sahati,"SAHATI is our interpretation of traditional Finnish sahti. Starting with a 200-year old Engelmann spruce tree felled on brewery property, we created our… Read More"
2307,Ralph,Mixed Fermentation Ale brewed with White Fir Tips
2308,Spencer,"SPENCER (The Dispenser of Provisions) is our annual fruit beer. In the early fall, we harvest wild blackcurrant fruit and add it to a batch of year-old… Read More"
2309,Red Echo,"This beer is another brainchild of the first brewer we ever hired at the Ale Apothecary, Connor Curry. Made of wheat and barley brewed with ponderosa… Read More"
